"data","UR"
2006-11-07,87.5416666666667
2006-11-08,81.5833333333333
2006-11-09,73.25
2006-11-10,80.0833333333333
2006-11-11,74.4166666666667
2006-11-12,81.1666666666667
2006-11-13,80.75
2006-11-14,82.1666666666667
2006-11-15,78.75
2006-11-16,65.2916666666667
2006-11-17,58.7916666666667
2006-11-18,83.5
2006-11-19,87.4583333333333
2006-11-20,86.75
2006-11-21,88.9166666666667
2006-11-22,70.75
2006-11-23,69.75
2006-11-24,78.25
2006-11-25,79.0416666666667
2006-11-26,88.0833333333333
2006-11-27,90.5
2006-11-28,85.7916666666667
2006-11-29,87.3333333333333
2006-11-30,92.3333333333333
2006-12-01,82.6666666666667
2006-12-02,80.875
2006-12-03,77.8333333333333
2006-12-04,84.7916666666667
2006-12-05,83.2083333333333
2006-12-06,83.125
2006-12-07,88.0833333333333
2006-12-08,79.2916666666667
2006-12-09,84.2916666666667
2006-12-10,85.6666666666667
2006-12-11,84.8333333333333
2006-12-12,85.625
2006-12-13,81.8333333333333
2006-12-14,83.7083333333333
2006-12-15,83.7916666666667
2006-12-16,79.0833333333333
2006-12-17,79.3333333333333
2006-12-18,77.75
2006-12-19,72.7916666666667
2006-12-20,77.625
2006-12-21,72.25
2006-12-22,85.375
2006-12-23,90.2916666666667
2006-12-24,85.4166666666667
2006-12-25,74.2916666666667
2006-12-26,76.6666666666667
2006-12-27,83.625
2006-12-28,84.125
2006-12-29,85.625
2006-12-30,84.375
2006-12-31,91.875
2007-01-01,87.875
2007-01-02,84.9583333333333
2007-01-03,88.7916666666667
2007-01-04,89.4166666666667
2007-01-05,86.625
2007-01-06,84.4583333333333
2007-01-07,81.25
2007-01-08,89.6666666666667
2007-01-09,88.8333333333333
2007-01-10,84.0833333333333
2007-01-11,72.875
2007-01-12,71.375
2007-01-13,87.375
2007-01-14,69.7916666666667
2007-01-15,70.25
2007-01-16,75.4583333333333
2007-01-17,78.25
2007-01-18,88.5833333333333
2007-01-19,79.4583333333333
2007-01-20,82.75
2007-01-21,90.2916666666667
2007-01-22,89.6666666666667
2007-01-23,84.3333333333333
2007-01-24,81
2007-01-25,83.8333333333333
2007-01-26,82.125
2007-01-27,79.8333333333333
2007-01-28,77.4166666666667
2007-01-29,82.5
2007-01-30,89.4583333333333
2007-01-31,87.625
2007-02-01,83.375
2007-02-02,83.7916666666667
2007-02-03,75.75
2007-02-04,78.125
2007-02-05,80.2083333333333
2007-02-06,75.2083333333333
2007-02-07,76.5833333333333
2007-02-08,93.8333333333333
2007-02-09,82.0416666666667
2007-02-10,76.4166666666667
2007-02-11,88.2083333333333
2007-02-12,76.9583333333333
2007-02-13,74.4583333333333
2007-02-14,76.0833333333333
2007-02-15,78.9166666666667
2007-02-16,78.25
2007-02-17,70.125
2007-02-18,81.875
2007-02-19,83.5833333333333
2007-02-20,87.875
2007-02-21,81.75
2007-02-22,77.0833333333333
2007-02-23,71
2007-02-24,64.875
2007-02-25,77.5833333333333
2007-02-26,84
2007-02-27,87.125
2007-02-28,84
2007-03-01,69.7083333333333
2007-03-02,62.7916666666667
2007-03-03,72.5
2007-03-04,76.1666666666667
2007-03-05,72.5416666666667
2007-03-06,77.1666666666667
2007-03-07,83.2916666666667
2007-03-08,77.75
2007-03-09,70.75
2007-03-10,78.4166666666667
2007-03-11,83.4166666666667
2007-03-12,84.0416666666667
2007-03-13,80.8333333333333
2007-03-14,87.5
2007-03-15,73.0833333333333
2007-03-16,82.125
2007-03-17,90.2916666666667
2007-03-18,88.9166666666667
2007-03-19,81.2083333333333
2007-03-20,72.5
2007-03-21,70.4166666666667
2007-03-22,79.7916666666667
2007-03-23,82.875
2007-03-24,75.0416666666667
2007-03-25,75.625
2007-03-26,75.125
2007-03-27,78.125
2007-03-28,73.1666666666667
2007-03-29,76.625
2007-03-30,73.25
2007-03-31,77.1666666666667
2007-04-01,80.7916666666667
2007-04-02,78.4166666666667
2007-04-03,81.8333333333333
2007-04-04,83.875
2007-04-05,90
2007-04-06,83.5
2007-04-07,84.25
2007-04-08,90.625
2007-04-09,85.875
2007-04-10,82.125
2007-04-11,80
2007-04-12,75.875
2007-04-13,85.8333333333333
2007-04-14,78.625
2007-04-15,80
2007-04-16,82.125
2007-04-17,81.2916666666667
2007-04-18,80.9583333333333
2007-04-19,78.9166666666667
2007-04-20,79.5
2007-04-21,84.9583333333333
2007-04-22,84.625
2007-04-23,83.1666666666667
2007-04-24,78.4166666666667
2007-04-25,74.8333333333333
2007-04-26,78.125
2007-04-27,92.25
2007-04-28,79.8333333333333
2007-04-29,80.8333333333333
2007-04-30,85.5
2007-05-01,78.6666666666667
2007-05-02,71.5416666666667
2007-05-03,83.7916666666667
2007-05-04,84.9583333333333
2007-05-05,78.25
2007-05-06,71.3333333333333
2007-05-07,68.1666666666667
2007-05-08,85.375
2007-05-09,94.1666666666667
2007-05-10,79.375
2007-05-11,75.0416666666667
2007-05-12,78.3333333333333
2007-05-13,80.5416666666667
2007-05-14,85.9166666666667
2007-05-15,84.1666666666667
2007-05-16,70.125
2007-05-17,77.0833333333333
2007-05-18,84.0416666666667
2007-05-19,94
2007-05-20,88.125
2007-05-21,75.125
2007-05-22,89.5833333333333
2007-05-23,91.8333333333333
2007-05-24,80.7083333333333
2007-05-25,88.375
2007-05-26,78.6666666666667
2007-05-27,78.8333333333333
2007-05-28,80.25
2007-05-29,90.1666666666667
2007-05-30,79.1666666666667
2007-05-31,81.25
2007-06-01,70.4166666666667
2007-06-02,91.5833333333333
2007-06-03,79.2916666666667
2007-06-04,75.5
2007-06-05,79.0833333333333
2007-06-06,70.0833333333333
2007-06-07,71.9583333333333
2007-06-08,77.5416666666667
2007-06-09,77.2083333333333
2007-06-10,74.9583333333333
2007-06-11,75.3333333333333
2007-06-12,72.1666666666667
2007-06-13,67.9166666666667
2007-06-14,69.75
2007-06-15,67.75
2007-06-16,83.9166666666667
2007-06-17,78.5833333333333
2007-06-18,76.9166666666667
2007-06-19,77.0833333333333
2007-06-20,72.4166666666667
2007-06-21,71.2916666666667
2007-06-22,70.4583333333333
2007-06-23,59.4166666666667
2007-06-24,80.25
2007-06-25,91.4166666666667
2007-06-26,75.5
2007-06-27,70.0833333333333
2007-06-28,85.7083333333333
2007-06-29,91.6666666666667
2007-06-30,80.7083333333333
2007-07-01,81.5416666666667
2007-07-02,79.7083333333333
2007-07-03,82.0833333333333
2007-07-04,73.2083333333333
2007-07-05,70.5833333333333
2007-07-06,69.125
2007-07-07,61.125
2007-07-08,56.5
2007-07-09,69.8333333333333
2007-07-10,66.625
2007-07-11,87.7083333333333
2007-07-12,92.6666666666667
2007-07-13,74.9583333333333
2007-07-14,66.9583333333333
2007-07-15,81.4583333333333
2007-07-16,95.625
2007-07-17,90.375
2007-07-18,89.2916666666667
2007-07-19,82.5833333333333
2007-07-20,77.5
2007-07-21,72.3333333333333
2007-07-22,59.2083333333333
2007-07-23,84.1666666666667
2007-07-24,96.3333333333333
2007-07-25,85.0416666666667
2007-07-26,82.0416666666667
2007-07-27,86.25
2007-07-28,90.1666666666667
2007-07-29,84.6666666666667
2007-07-30,80.375
2007-07-31,76.6666666666667
2007-08-01,70.2916666666667
2007-08-02,69.3333333333333
2007-08-03,74.125
2007-08-04,70.0416666666667
2007-08-05,92.0833333333333
2007-08-06,78.875
2007-08-07,63.25
2007-08-08,77.875
2007-08-09,77.7083333333333
2007-08-10,64.0416666666667
2007-08-11,84.1666666666667
2007-08-12,88.125
2007-08-13,77.75
2007-08-14,71.8333333333333
2007-08-15,65.5
2007-08-16,62.2083333333333
2007-08-17,81.25
2007-08-18,78.375
2007-08-19,84.0416666666667
2007-08-20,77.25
2007-08-21,86.0833333333333
2007-08-22,84.5
2007-08-23,68.3333333333333
2007-08-24,54.7916666666667
2007-08-25,53.4166666666667
2007-08-26,42.75
2007-08-27,72.3333333333333
2007-08-28,90.375
2007-08-29,92
2007-08-30,93.75
