"data","PressaoMED"
2005-07-10,935.483569050006
2005-07-11,934.04200768921
2005-07-12,933.136858818584
2005-07-13,932.371021397703
2005-07-14,930.468004229808
2005-07-15,928.519781731428
2005-07-16,924.853220046014
2005-07-17,923.940500129169
2005-07-18,927.042234114716
2005-07-19,930.362729457985
2005-07-20,931.900567930048
2005-07-21,930.798368897204
2005-07-22,929.04426246513
2005-07-23,928.498570508138
2005-07-24,929.138085465455
2005-07-25,929.638557300958
2005-07-26,932.054018267517
2005-07-27,932.118826744656
2005-07-28,931.172447072777
2005-07-29,931.553647814232
2005-07-30,930.928036310111
2005-07-31,930.095696574732
2005-08-01,930.787928302543
2005-08-02,930.616365239175
2005-08-03,930.87807395475
2005-08-04,931.455337184097
2005-08-05,931.422753956636
2005-08-06,931.282174909476
2005-08-07,931.595599159557
2005-08-08,931.187488971233
2005-08-09,927.146042835446
2005-08-10,926.848895160053
2005-08-11,929.214335056081
2005-08-12,928.708068927677
2005-08-13,927.82496365355
2005-08-14,928.254454788984
2005-08-15,930.353087102673
2005-08-16,929.190557214989
2005-08-17,928.186634092358
2005-08-18,929.361488588088
2005-08-19,932.047469578883
2005-08-20,931.747392056118
2005-08-21,929.721106814011
2005-08-22,928.032601532773
2005-08-23,926.628917545694
2005-08-24,925.751894868535
2005-08-25,928.598518430283
2005-08-26,928.156448612143
2005-08-27,926.358511983156
2005-08-28,923.782435596188
2005-08-29,921.09703765022
2005-08-30,922.057344067269
2005-08-31,925.503921098347
2005-09-01,925.511424756219
2005-09-02,926.888337021768
2005-09-03,927.808698641243
2005-09-04,925.360136926454
2005-09-05,924.791413289225
2005-09-06,927.598831926994
2005-09-07,930.233196600123
2005-09-08,931.565295689046
2005-09-09,930.099603689507
2005-09-10,927.874148996703
2005-09-11,927.025890315556
2005-09-12,931.324626879739
2005-09-13,932.367186577537
2005-09-14,931.804847867967
2005-09-15,928.769586579355
2005-09-16,929.284329092297
2005-09-17,929.519078679533
2005-09-18,928.140208737769
2005-09-19,924.543716786234
2005-09-20,926.258207580329
2005-09-21,926.640436628879
2005-09-22,925.293939574651
2005-09-23,924.25839003198
2005-09-24,923.468429712053
2005-09-25,922.914416024692
2005-09-26,928.4217187937
2005-09-27,933.215859871252
2005-09-28,932.340380668818
2005-09-29,930.076676014051
2005-09-30,927.248755890176
2005-10-01,927.010070943265
2005-10-02,927.842914472765
2005-10-03,925.977374283184
2005-10-04,922.303139592159
2005-10-05,923.930969088036
2005-10-06,928.94347659579
2005-10-07,929.722224400985
2005-10-08,928.554266616378
2005-10-09,927.696391026159
2005-10-10,927.206016337453
2005-10-11,925.502953564587
2005-10-12,924.291778553765
2005-10-13,922.723178783288
2005-10-14,923.256772374183
2005-10-15,926.562049775141
2005-10-16,924.871686226178
2005-10-17,923.189231090688
2005-10-18,926.02811415182
2005-10-19,929.753830410482
2005-10-20,927.267324823556
2005-10-21,923.940379348547
2005-10-22,922.618979186372
2005-10-23,925.309588104327
2005-10-24,926.108707896278
2005-10-25,923.837047812461
2005-10-26,924.299456755615
2005-10-27,923.399833652196
2005-10-28,920.064712146836
2005-10-29,922.721347300027
2005-10-30,926.121188182076
2005-10-31,926.132115915563
2005-11-01,929.833163136428
2005-11-02,929.418543870656
2005-11-03,928.468099725831
2005-11-04,925.692054682229
2005-11-05,924.548238868211
2005-11-06,925.595083935787
2005-11-07,926.335843926347
2005-11-08,928.243719169697
2005-11-09,927.640434633215
2005-11-10,927.101621980999
2005-11-11,925.759579684841
2005-11-12,924.165119878409
2005-11-13,924.290069313783
2005-11-14,923.513135746046
2005-11-15,923.309837202718
2005-11-16,922.029501906553
2005-11-17,921.049256009955
2005-11-18,920.297254766137
2005-11-19,920.321857086642
2005-11-20,924.993101165576
2005-11-21,924.53021054037
2005-11-22,921.48063703329
2005-11-23,920.589639581022
2005-11-24,919.853311547073
2005-11-25,920.305989488318
2005-11-26,922.129495895465
2005-11-27,922.981736203593
2005-11-28,922.431499941452
2005-11-29,922.298007200932
2005-11-30,923.341076036857
2005-12-01,921.935852543614
2005-12-02,923.866482443317
2005-12-03,925.776055242609
2005-12-04,922.532387266337
2005-12-05,917.917204625042
2005-12-06,916.003217887101
2005-12-07,922.182398365686
2005-12-08,923.530478633037
2005-12-09,923.379479353985
2005-12-10,923.017103360982
2005-12-11,925.242104102232
2005-12-12,925.546469444018
2005-12-13,924.311667571909
2005-12-14,924.084626189611
2005-12-15,921.929027061633
2005-12-16,920.412196910658
2005-12-17,921.548342121091
2005-12-18,922.102785456117
2005-12-19,922.846724187469
2005-12-20,924.402486618735
2005-12-21,925.867532670842
2005-12-22,925.71315999923
2005-12-23,923.69977443954
2005-12-24,923.525014059686
2005-12-25,926.448309969512
2005-12-26,926.563754601596
2005-12-27,925.558609603901
2005-12-28,925.805546036625
2005-12-29,924.606546106702
2005-12-30,924.465201554721
2005-12-31,923.312995217436
2006-01-01,922.158215165155
2006-01-02,921.906268028418
2006-01-03,921.188680742606
2006-01-04,920.746248808137
2006-01-05,921.374435604345
2006-01-06,923.118117097137
2006-01-07,924.740096658578
2006-01-08,924.838507606019
2006-01-09,924.861752109307
2006-01-10,926.36507993354
2006-01-11,927.222295185289
2006-01-12,927.891409192718
2006-01-13,928.280973922399
2006-01-14,926.82985168959
2006-01-15,925.452366577266
2006-01-16,924.507050418475
2006-01-17,925.128466235998
2006-01-18,924.784658237562
2006-01-19,922.791185297409
2006-01-20,923.489083838606
2006-01-21,924.657664440324
2006-01-22,924.099045562599
2006-01-23,923.363572631656
2006-01-24,922.999550777347
2006-01-25,923.376650252216
2006-01-26,925.002605366138
2006-01-27,926.467900004468
2006-01-28,925.139341950428
2006-01-29,922.623894614331
2006-01-30,922.125439590736
2006-01-31,923.811050650005
2006-02-01,924.438047198549
2006-02-02,924.445977383564
2006-02-03,923.465317778212
2006-02-04,922.734137201473
2006-02-05,922.13586189468
2006-02-06,921.154683196465
2006-02-07,920.139452542139
2006-02-08,922.160540543908
2006-02-09,924.145842637727
2006-02-10,923.668398686106
2006-02-11,923.937218489063
2006-02-12,922.81510348918
2006-02-13,923.111351469122
2006-02-14,924.243273034145
2006-02-15,924.65145753358
2006-02-16,923.980696227742
2006-02-17,923.524932640271
2006-02-18,924.702188306298
2006-02-19,926.526399323273
2006-02-20,924.486074451947
2006-02-21,921.093125259211
2006-02-22,918.402256639838
2006-02-23,919.159044599423
2006-02-24,918.723394079448
2006-02-25,918.538100885295
2006-02-26,920.046727019887
2006-02-27,923.067455904252
2006-02-28,924.634416188455
2006-03-01,924.007996633013
2006-03-02,924.218417785552
2006-03-03,923.859537973344
2006-03-04,923.39703692332
2006-03-05,922.313910892399
2006-03-06,920.985713426482
2006-03-07,921.295500275716
2006-03-08,921.49261316833
2006-03-09,920.32470693115
2006-03-10,920.990093739562
2006-03-11,924.007343337298
2006-03-12,925.622998539989
2006-03-13,924.215614075029
2006-03-14,924.3938895419
2006-03-15,924.241687907289
2006-03-16,924.298083618547
2006-03-17,924.213098848556
2006-03-18,924.372396364021
2006-03-19,924.07733675912
2006-03-20,924.470037552547
2006-03-21,925.654162322523
2006-03-22,926.606534554885
2006-03-23,924.992700724065
2006-03-24,923.28538465045
2006-03-25,923.781954002463
2006-03-26,925.922172737602
2006-03-27,927.603522935078
2006-03-28,924.796663470765
2006-03-29,921.252188302849
2006-03-30,925.192874865466
2006-03-31,928.833104915378
2006-04-01,929.086236448039
2006-04-02,927.949460691687
2006-04-03,928.407974845719
2006-04-04,927.052752783511
2006-04-05,925.768294536434
2006-04-06,924.826170309571
2006-04-07,924.105583366573
2006-04-08,923.029684220176
2006-04-09,920.428046007171
2006-04-10,918.367562806517
2006-04-11,919.665569014918
2006-04-12,921.560640454632
2006-04-13,923.083525721501
2006-04-14,922.875471532628
2006-04-15,924.294729133876
2006-04-16,927.796633201882
2006-04-17,929.513410887895
2006-04-18,928.80449021542
2006-04-19,929.361294448499
2006-04-20,928.771613451546
2006-04-21,925.141078801472
2006-04-22,923.853308724549
2006-04-23,925.325360376047
2006-04-24,927.109199153381
2006-04-25,926.936456646458
2006-04-26,925.361611934033
2006-04-27,926.272052099484
2006-04-28,926.199544632204
2006-04-29,925.350956143737
2006-04-30,924.85727708846
2006-05-01,924.9684372918
2006-05-02,926.137218130938
2006-05-03,926.060915380796
2006-05-04,925.291512548703
2006-05-05,927.98672024566
2006-05-06,928.186799104342
2006-05-07,928.729689916711
2006-05-08,927.576617631756
2006-05-09,927.54378111846
2006-05-10,926.271942735145
2006-05-11,925.406104629237
2006-05-12,927.236788908828
2006-05-13,930.025525066445
2006-05-14,931.405547369546
2006-05-15,931.106787949487
2006-05-16,930.63027645951
2006-05-17,930.386260392715
2006-05-18,929.014159550903
2006-05-19,925.85445507528
2006-05-20,923.51261311014
2006-05-21,925.462335426836
2006-05-22,928.936100304665
2006-05-23,931.915048762426
2006-05-24,932.662228583885
2006-05-25,930.719440971299
2006-05-26,928.944385974889
2006-05-27,927.66343627481
2006-05-28,927.895315248692
2006-05-29,928.824727901
2006-05-30,927.394464023836
2006-05-31,927.043218608748
2006-06-01,930.66849404358
2006-06-02,931.985400077591
2006-06-03,930.844955805729
2006-06-04,928.121414928439
2006-06-05,927.116971446382
2006-06-06,929.104898093793
2006-06-07,929.662017260415
2006-06-08,929.72019696884
2006-06-09,928.274146007285
2006-06-10,926.401562016455
2006-06-11,927.489789163397
2006-06-12,931.457571678657
2006-06-13,932.13970777177
2006-06-14,930.862805834345
2006-06-15,928.986927110597
2006-06-16,930.833976468709
2006-06-17,931.685090553907
2006-06-18,932.181001043995
2006-06-19,930.110808369661
2006-06-20,930.205256296923
2006-06-21,929.843872118461
2006-06-22,931.148842314118
2006-06-23,931.586584705383
2006-06-24,930.200048792985
2006-06-25,927.333971352305
2006-06-26,923.624732907337
2006-06-27,929.260132897279
2006-06-28,934.241492041787
2006-06-29,932.205579278148
2006-06-30,932.083847438147
2006-07-01,932.224769929285
2006-07-02,931.62169398898
2006-07-03,932.365136641131
2006-07-04,931.115318340694
2006-07-05,930.980965150941
2006-07-06,931.881748315619
2006-07-07,929.582067711866
2006-07-08,926.875263584197
2006-07-09,925.879203632092
2006-07-10,928.1799453258
2006-07-11,931.05577289126
2006-07-12,930.968801370223
2006-07-13,931.614033918972
2006-07-14,931.860608346468
2006-07-15,934.035621107244
2006-07-16,933.736539460352
2006-07-17,932.739677444767
2006-07-18,929.630098233884
2006-07-19,927.729001019196
2006-07-20,928.204087937446
2006-07-21,928.508532506049
2006-07-22,927.504175706307
2006-07-23,927.114345198485
2006-07-24,927.051878002123
2006-07-25,926.034254977332
2006-07-26,924.98019175007
2006-07-27,924.948325711959
2006-07-28,923.826207063487
2006-07-29,924.524630562065
2006-07-30,929.694639765756
2006-07-31,932.194010502939
2006-08-01,932.780884920161
2006-08-02,932.461118873873
2006-08-03,931.056583456819
2006-08-04,929.187536201226
2006-08-05,929.418137680174
2006-08-06,928.683022169835
2006-08-07,928.539932282507
2006-08-08,927.667003619752
2006-08-09,925.995700667067
2006-08-10,927.358985935571
2006-08-11,928.332824414139
2006-08-12,927.309440802008
2006-08-13,926.840570848008
2006-08-14,925.038517797015
2006-08-15,925.463214205118
2006-08-16,925.585533530691
2006-08-17,928.300077800672
2006-08-18,927.416266478501
2006-08-19,925.521376284992
2006-08-20,924.971478085047
2006-08-21,929.283791187647
2006-08-22,929.931220653491
2006-08-23,928.857788101454
2006-08-24,930.02237820581
2006-08-25,928.239967036064
2006-08-26,923.408181563967
2006-08-27,921.685590997693
2006-08-28,925.800906743177
2006-08-29,930.905015915058
2006-08-30,931.330242342347
2006-08-31,927.073040033904
2006-09-01,924.329545587668
2006-09-02,918.889147797264
2006-09-03,922.176100829729
2006-09-04,927.939896031097
2006-09-05,932.768403613335
2006-09-06,933.79462217342
2006-09-07,931.857927617497
2006-09-08,929.532302114212
2006-09-09,926.802590604973
2006-09-10,928.949399626437
2006-09-11,928.993875782446
2006-09-12,927.524793186207
2006-09-13,925.818621047955
2006-09-14,924.852601280237
2006-09-15,924.229853933336
2006-09-16,928.130493449011
2006-09-17,927.599008350818
2006-09-18,927.397260098877
2006-09-19,926.580639530697
2006-09-20,921.3251805847
2006-09-21,922.60318075958
2006-09-22,926.414208475809
2006-09-23,924.36121848833
2006-09-24,927.338740686724
2006-09-25,930.421729771141
2006-09-26,932.271656653707
2006-09-27,931.262357141582
2006-09-28,927.570550105215
2006-09-29,927.936518309448
2006-09-30,930.156268390309
2006-10-01,927.875701356254
2006-10-02,923.619351189949
2006-10-03,923.70875625751
2006-10-04,923.912922591689
2006-10-05,924.071454983969
2006-10-06,925.12860589229
2006-10-07,926.141685349649
2006-10-08,927.445411782598
2006-10-09,929.152159013552
2006-10-10,928.678073023537
2006-10-11,924.768739477334
2006-10-12,922.266043649729
2006-10-13,923.008973656265
2006-10-14,924.017362425514
2006-10-15,923.205477635624
2006-10-16,924.005924814518
2006-10-17,925.634204011188
2006-10-18,925.036500301274
2006-10-19,923.271242704646
2006-10-20,926.167678663532
2006-10-21,928.585355234538
2006-10-22,928.197952865905
2006-10-23,929.525566043211
2006-10-24,928.466536929362
2006-10-25,926.946887827449
2006-10-26,923.716617011013
2006-10-27,922.165883842789
2006-10-28,923.476327918254
2006-10-29,922.74405880604
2006-10-30,920.02801980788
2006-10-31,920.229261689244
2006-11-01,921.243378982359
2006-11-02,921.663862756924
2006-11-03,923.327294815274
2006-11-04,923.767268249161
2006-11-05,923.975306891536
2006-11-06,919.996045225363
2006-11-07,922.996691091427
2006-11-08,924.484176933006
2006-11-09,923.965063468436
2006-11-10,924.226476506107
2006-11-11,926.205597384959
2006-11-12,929.484521697735
2006-11-13,930.85971808107
2006-11-14,927.749454064286
2006-11-15,925.205858884836
2006-11-16,925.362095182066
2006-11-17,924.425523002473
2006-11-18,924.112568372656
2006-11-19,923.919823901323
2006-11-20,923.125265849753
2006-11-21,925.827277219374
2006-11-22,923.833894397364
2006-11-23,924.565127856422
2006-11-24,924.248605934992
2006-11-25,923.452605150967
2006-11-26,922.502357482761
2006-11-27,921.396618112198
2006-11-28,919.504474343924
2006-11-29,919.876111858004
2006-11-30,923.302331558898
2006-12-01,926.195577213499
2006-12-02,925.272358324571
2006-12-03,923.975294934185
2006-12-04,923.654728827587
2006-12-05,924.262141477892
2006-12-06,921.7307251207
2006-12-07,920.957231908348
2006-12-08,922.174763777471
2006-12-09,922.087180503968
2006-12-10,922.844077197389
2006-12-11,924.95414945466
2006-12-12,925.955477921241
2006-12-13,924.485745706207
2006-12-14,923.517167761105
2006-12-15,923.273398696218
2006-12-16,923.289457417713
2006-12-17,923.475472387505
2006-12-18,922.525791734888
2006-12-19,922.049891863498
2006-12-20,922.368670090472
2006-12-21,923.463329100102
2006-12-22,925.242502155606
2006-12-23,924.351799174675
2006-12-24,922.546499756786
2006-12-25,922.237562659331
2006-12-26,922.684529604158
2006-12-27,925.088727517031
2006-12-28,927.551829016016
2006-12-29,928.047838138548
2006-12-30,926.489523513295
2006-12-31,925.657638398304
2007-01-01,924.221819231916
2007-01-02,924.850671851143
2007-01-03,923.119389885792
2007-01-04,920.724312305607
2007-01-05,919.688208061889
2007-01-06,920.869007884766
2007-01-07,924.158750052286
2007-01-08,924.710988764184
2007-01-09,923.8827885528
2007-01-10,923.189999810244
2007-01-11,922.00728207677
2007-01-12,918.164391541054
2007-01-13,917.831053108787
2007-01-14,919.908280000713
2007-01-15,922.873275011611
2007-01-16,925.737455776058
2007-01-17,923.050658341855
2007-01-18,920.755552525743
2007-01-19,922.574559508495
2007-01-20,923.508845543332
2007-01-21,925.44525390446
2007-01-22,926.163764117145
2007-01-23,924.853090491669
2007-01-24,924.132096760461
2007-01-25,923.327070655377
2007-01-26,923.007803239191
2007-01-27,922.210024011986
2007-01-28,921.616793383079
2007-01-29,920.961187196385
2007-01-30,923.427677317233
2007-01-31,924.023454513923
2007-02-01,923.89089996791
2007-02-02,924.149907821725
2007-02-03,923.647190900311
2007-02-04,923.286243384825
2007-02-05,922.255905664625
2007-02-06,921.74437920885
2007-02-07,922.938964795157
2007-02-08,925.321251762288
2007-02-09,927.355275462956
2007-02-10,926.191212052505
2007-02-11,923.973559616904
2007-02-12,925.08109553138
2007-02-13,923.851670947024
2007-02-14,922.691051903296
2007-02-15,922.34235750007
2007-02-16,921.626176323615
2007-02-17,920.730792344332
2007-02-18,921.078303662637
2007-02-19,922.185516184821
2007-02-20,923.433421210946
2007-02-21,925.376706518155
2007-02-22,928.157259343243
2007-02-23,928.699470223754
2007-02-24,926.65768527751
2007-02-25,925.20256321755
2007-02-26,925.071229470577
2007-02-27,925.60145120712
2007-02-28,925.449425848011
2007-03-01,924.952849874876
2007-03-02,926.195677328598
2007-03-03,927.592878302753
2007-03-04,927.728930659427
2007-03-05,926.838868949645
2007-03-06,927.873240428649
2007-03-07,928.311355493153
2007-03-08,925.843724129498
2007-03-09,923.833321132845
2007-03-10,924.090300053528
2007-03-11,924.539539190925
2007-03-12,925.528601844069
2007-03-13,926.191741930593
2007-03-14,924.961451239135
2007-03-15,923.475102971776
2007-03-16,923.512482805302
2007-03-17,923.823770473881
2007-03-18,921.367970104425
2007-03-19,922.183227331953
2007-03-20,923.340307150648
2007-03-21,923.904017962372
2007-03-22,925.256572344534
2007-03-23,926.862737029426
2007-03-24,927.225393251604
2007-03-25,926.759108342222
2007-03-26,925.739296149143
2007-03-27,925.960593452744
2007-03-28,926.472859670457
2007-03-29,925.628022428473
2007-03-30,924.751465420793
2007-03-31,923.785739020614
2007-04-01,925.73523297998
2007-04-02,925.693609804886
2007-04-03,924.415087061318
2007-04-04,924.479126570033
2007-04-05,926.88800864433
2007-04-06,927.658622224624
2007-04-07,926.284375579845
2007-04-08,923.069708962841
2007-04-09,922.359964228696
2007-04-10,925.401800372124
2007-04-11,927.125459358861
2007-04-12,927.715106181402
2007-04-13,929.082685913936
2007-04-14,929.040230704495
2007-04-15,928.929815295456
2007-04-16,928.014174196637
2007-04-17,927.008132092722
2007-04-18,927.520349356684
2007-04-19,928.843119561181
2007-04-20,928.892366143187
2007-04-21,927.345424624791
2007-04-22,926.910224428335
2007-04-23,926.413903318129
2007-04-24,924.796044709431
2007-04-25,923.480193371456
2007-04-26,921.800773705762
2007-04-27,927.438928206941
2007-04-28,932.498568302786
2007-04-29,929.943005850901
2007-04-30,928.190994783164
2007-05-01,927.427257799536
2007-05-02,926.640966174216
2007-05-03,928.644062352364
2007-05-04,929.475751095172
2007-05-05,927.576784596913
2007-05-06,925.201037359709
2007-05-07,924.067244008073
2007-05-08,924.677541173367
2007-05-09,930.518220026546
2007-05-10,932.756528827182
2007-05-11,931.427010672104
2007-05-12,930.659046982208
2007-05-13,929.338972516002
2007-05-14,926.358384549192
2007-05-15,927.956367507534
2007-05-16,925.430718113269
2007-05-17,926.152521391232
2007-05-18,926.963200451951
2007-05-19,928.535648192069
2007-05-20,928.380859379681
2007-05-21,924.781865917213
2007-05-22,922.911358130629
2007-05-23,921.169833339351
2007-05-24,926.849429301123
2007-05-25,929.802007497114
2007-05-26,927.30566744512
2007-05-27,925.022587646612
2007-05-28,925.792155212379
2007-05-29,926.561815704947
2007-05-30,931.532418562424
2007-05-31,930.270668626621
2007-06-01,925.69478842573
2007-06-02,924.4245055006
2007-06-03,925.72420805782
2007-06-04,928.929879655163
2007-06-05,928.814085770692
2007-06-06,927.695206584683
2007-06-07,927.070878847203
2007-06-08,927.866934425611
2007-06-09,928.241995557565
2007-06-10,928.025817497383
2007-06-11,927.761883332614
2007-06-12,927.533074445126
2007-06-13,926.168222249936
2007-06-14,925.893348410441
2007-06-15,925.409950076307
2007-06-16,928.649757115117
2007-06-17,929.126757774863
2007-06-18,930.213213155855
2007-06-19,931.180078399038
2007-06-20,931.162123620704
2007-06-21,931.198990067008
2007-06-22,928.298770547074
2007-06-23,926.218738303092
2007-06-24,929.686226356039
2007-06-25,933.836909497225
2007-06-26,931.75541780494
2007-06-27,928.824255915929
2007-06-28,928.849460525233
2007-06-29,930.894498813355
2007-06-30,931.125654876692
2007-07-01,933.10210074499
2007-07-02,932.657813438669
2007-07-03,930.475884611141
2007-07-04,930.100676683483
2007-07-05,930.016518757712
2007-07-06,928.794487708618
2007-07-07,926.668106910953
2007-07-08,926.939212536471
2007-07-09,928.264576245448
2007-07-10,925.964065788833
2007-07-11,928.936178253255
2007-07-12,930.86511562049
2007-07-13,928.376167305018
2007-07-14,926.278845771304
2007-07-15,926.091065888331
2007-07-16,927.073466259405
2007-07-17,925.358326784771
2007-07-18,922.696154358096
2007-07-19,926.422833275918
2007-07-20,926.867242823297
2007-07-21,926.075170316752
2007-07-22,921.170753811426
2007-07-23,921.651570953402
2007-07-24,924.889089720963
2007-07-25,923.528974551183
2007-07-26,930.845124627955
2007-07-27,931.402951690246
2007-07-28,934.537616862414
2007-07-29,936.571119335949
2007-07-30,933.551314146172
2007-07-31,929.186294338362
2007-08-01,929.025456599015
2007-08-02,930.341046740138
2007-08-03,930.476417496204
2007-08-04,929.300878764525
2007-08-05,931.072150819281
2007-08-06,929.300582774979
2007-08-07,927.26936761666
2007-08-08,930.610249894345
2007-08-09,930.498255244077
2007-08-10,929.668065875178
2007-08-11,932.751238633378
2007-08-12,933.900761716344
2007-08-13,931.864828728813
2007-08-14,930.796395267855
2007-08-15,931.145344504568
2007-08-16,931.326215796283
2007-08-17,931.309312257602
2007-08-18,929.467834522926
2007-08-19,929.803930927813
2007-08-20,927.883070495745
2007-08-21,931.380661079062
2007-08-22,930.365124414348
2007-08-23,927.117617632682
2007-08-24,924.995191949733
2007-08-25,923.286770359818
2007-08-26,922.44392304862
2007-08-27,924.899561271967
2007-08-28,929.962148843178
2007-08-29,932.221405879845
2007-08-30,933.548862924436
2007-08-31,930.727281921431
2007-09-01,929.805770111551
2007-09-02,930.84137093445
2007-09-03,931.615216291174
2007-09-04,932.174500472515
2007-09-05,932.860599543587
2007-09-06,932.156631480459
2007-09-07,930.704954347176
2007-09-08,929.573064494545
2007-09-09,929.440964320606
2007-09-10,929.330028859894
2007-09-11,929.489559815604
2007-09-12,929.491917005074
2007-09-13,928.094812520206
2007-09-14,926.638331100934
2007-09-15,925.725525100613
2007-09-16,926.059569217065
2007-09-17,929.853548330432
2007-09-18,927.866233294386
2007-09-19,926.1210579289
2007-09-20,924.948895057356
2007-09-21,927.67563515653
2007-09-22,926.513121679719
2007-09-23,922.231645534866
2007-09-24,926.143158294064
2007-09-25,932.969978822285
