"EPUs.MP10","m","pblh.m.","ustar.m.s.","VelocVento","DirVento","Insolacao","Irradiacao","Precipitacao","PressaoMED","TempMED","TempMAX","UR"
0,6,796.83,0.076074,6.625,"NE",4,11.3704623335693,0,930.179043509979,20.175,26.6,81.5
0,6,729.01,0.088428,4.75,"NE",9,13.7611095567493,0,930.67987540698,18.9583333333333,26.2,80.625
0,6,741.73,0.15015,4.75,"NNE",8.3,14.9886439461647,0,931.665166425872,19.1875,26.1,81.125
0,6,761.53,0.1519,6.54166666666667,"NE",9.6,15.9977841749017,0,932.274437381676,18.9833333333333,25.4,80.625
1,6,782.47,0.16893,3.79166666666667,"SE",5.1,11.4231389023151,0,930.882254318165,17.1541666666667,22.8,85.5833333333333
1,6,1152.7,0.10622,6.16666666666667,"ESE",7.4,13.7382099219288,0,929.232310548823,17.7666666666667,24.2,81.2083333333333
1,6,1285.4,0.078934,3.70833333333333,"ESE",6.9,12.7189043202558,0,930.04315800736,17.7625,25.2,81.875
1,6,1307.8,0.15963,5,"ESE",8.3,14.23567667561,0,930.130189619566,18.4291666666667,26,80.625
1,6,868.17,0.17594,3.625,"ENE",5.9,13.0727192996791,0,929.147945601189,18.6083333333333,25.1,81.625
1,6,1116,0.2403,4.5,"NE",9.2,14.8062151993213,0,928.406571263376,18.8083333333333,26.2,74.5833333333333
1,6,906.52,0.28547,5.20833333333333,"NNE",9.5,15.0194013248514,0,928.042603272972,19.2083333333333,26.7,71.3333333333333
1,6,1039,0.35926,5.75,"NNE",9.5,16.896856747185,0,927.145944444093,18.8583333333333,26,70.7916666666667
1,6,1221,0.36581,3.79166666666667,"N",9.5,15.3018989075507,0,928.250414577932,19.025,26.8,71.125
1,6,1023.4,0.13761,5.45833333333333,"NNE",8.3,13.5633453460443,0,930.030640473513,20.1375,26.9,74.3333333333333
1,6,1126.2,0.23226,4.79166666666667,"WNW",8.9,14.2118650269504,0,927.874430179689,19.5458333333333,26.4,72.9166666666667
1,6,1062.7,0.20942,3.54166666666667,"NNW",9,14.2821726253432,0,925.651460664717,19.3333333333333,27,71.0833333333333
1,6,1465.9,0.36953,7.54166666666667,"NW",1.7,10.8830309337133,0.5,923.288104336218,19.2791666666667,24.3,74.4166666666667
0,6,1318.1,0.40728,7.70833333333333,"WNW",6.9,12.5445221592205,0,924.08302898486,18.3125,22.8,77.4166666666667
0,6,763.92,0.25991,4.83333333333333,"WNW",0.2,4.37653727472427,12.3,925.657075672918,16.5,19,92.2916666666667
0,6,695.04,0.41193,7.125,"ESE",0,4.88228981608117,6.7,931.555687804233,13.7833333333333,15.4,94.0833333333333
0,6,710.24,0.28911,8.29166666666667,"ENE",1.4,7.1949387638258,0,933.171088944485,14.4458333333333,17.3,84.2916666666667
1,6,652.5,0.16899,4.33333333333333,"ENE",7.6,13.6996052393429,0,931.652445424315,14.8916666666667,22,83.0416666666667
1,6,709.6,0.14346,3.33333333333333,"E",3.4,9.58039830177478,0,930.929261345471,15.5166666666667,21.1,86.25
1,6,779.37,0.14409,4.375,"NE",6.4,12.9781866568319,0,929.961545959429,15.625,21.9,82.875
1,6,1005.5,0.26031,5.625,"NW",8.2,14.6419407835107,0,928.455058969461,16.5291666666667,23.8,74.9166666666667
1,6,1019.9,0.25465,4.75,"N",5.5,12.1132657352344,0,927.475428971098,16.5416666666667,23.4,75.2083333333333
1,6,1028.3,0.26441,4.79166666666667,"NNE",0,4.08898965196399,0.1,928.945777953741,16.4875,19.7,83.9166666666667
1,6,878.45,0.22973,4.58333333333333,"NNW",3.4,10.3089758247877,3.5,928.84159979895,19.0708333333333,25.6,83.5416666666667
1,6,953.28,0.23842,4.45833333333333,"SSE",9.5,12.9148634501115,0,929.643540106154,20.4541666666667,27.1,79.125
1,7,839.74,0.21558,3.45833333333333,"ENE",8.4,13.4964032426054,0,929.611268800263,18.1,24.6,81.2083333333333
1,7,1331.2,0.37119,5,"NNW",8.3,13.3548869133413,0,928.420529163762,19.0166666666667,26.6,73.75
1,7,1313.4,0.4082,5.33333333333333,"NNW",9.1,15.0956331182744,0,928.278008243529,18.8083333333333,26.6,66.7916666666667
1,7,1296.1,0.39743,5.79166666666667,"NNW",9.6,15.0275647709096,0,926.395968083187,19.1375,26.3,62.5
0,7,942.81,0.24945,4.16666666666667,"WNW",1.4,3.87812097608908,1.6,927.811902406087,16.2666666666667,20.7,86.9166666666667
