"data","m","pblh.m.","ustar.m.s.","VelocVento","DirVento","Insolacao","Irradiacao","Precipitacao","PressaoMED","TempMED","TempMAX","UR","MP10..µg.m3..","O3..µg.m3.","CO..ppm.","MP2.5..µg.m3.","NO2..µg.m3.","SO2..µg.m3.","dias_sem_chuva"
"2005-01-25",1,1324.3,0.47739,10.5833333333333,"WNW",1.5,13.8945027199193,18.5,918.860820397567,22.025,26.6,88.625,27.1697508181818,35.2857142857143,1.28005952333333,NA,36.5869565,9.42391325,0
"2005-01-26",1,736.19,0.40356,8,"SE",0,8.49857925856973,11.9,925.598269032166,16.8958333333333,18.9,92.9166666666667,24.8544371818182,29.9132652857143,1.3125,NA,33.915761,6.630434775,0
"2005-01-27",1,616.6,0.41238,8.58333333333333,"E",0,6.83171583906827,7.1,927.939467656883,17,18.7,90.7083333333333,36.189394,14.2219386714286,1.63958333333333,NA,38.2038045,9.221014525,0
"2005-01-28",1,686.08,0.19965,7,"ENE",0,9.92252389502144,0.3,925.974857136314,19.2916666666667,22.4,90,36.5528986,22.5,2.03,NA,40.057971,12.5072463333333,0
"2005-01-29",1,747.57,0.12706,6.58333333333333,"NE",0,6.19492826673306,0.1,923.6132366245,20.225,22.6,89.5416666666667,33.5083334,24.5505952333333,2.035,NA,37.188406,10.463768,0
"2005-01-30",1,897.24,0.16178,7.29166666666667,"ESE",4.8,19.5870830651252,0,923.450712652724,21.0958333333333,26.3,83.25,31.5507576,44.3541666666667,1.105,NA,29.5942026666667,11.5362318,1
"2005-01-31",1,1223.8,0.36433,9.54166666666667,"ESE",11.2,28.2983878134601,1.3,924.04879814735,21.4333333333333,26.8,80.5833333333333,28.8098486,32.6636905,1.47,NA,33.8840577333333,10.6521738666667,0
"2005-02-01",2,820.78,0.33428,9.41666666666667,"ESE",4.2,16.7264957240045,1.9,922.33986871309,20.4125,24.9,86.8333333333333,22.2172595,24.3125,1.455,NA,35.6666666666667,10.7391305333333,0
"2005-02-02",2,891.34,0.2616,5.875,"SE",4.3,20.3654701691657,1.4,922.947817695396,21.3416666666667,26.5,87.0833333333333,21.4373917,29.9166666666667,1.53964286,NA,35.2608693333333,10.6231885333333,0
"2005-02-03",2,568.37,0.25441,5.83333333333333,"SSE",3.1,17.8267795930882,8.1,926.530535750856,21.0916666666667,25.4,87.3333333333333,21.259585,18.9791666666667,1.4675,NA,35.3333333333333,11.4347825666667,0
"2005-02-04",2,770.19,0.25618,6.08333333333333,"SE",0.2,11.7272899272927,0.5,928.98764543763,19.9041666666667,23.7,90.4583333333333,23.6235178181818,14.4583333333333,1.73,NA,37.9565216666667,15.1594203333333,0
"2005-02-05",2,716.22,0.3169,5.79166666666667,"SE",0.9,12.4363626064173,1.6,929.535581344517,18.7333333333333,22.8,89.0833333333333,22.8911397272727,28.5841837142857,1.09702381666667,NA,27.710145,10.8043479,0
"2005-02-06",2,868.91,0.34716,8.41666666666667,"ESE",8.1,25.0905379758586,0,929.289749230414,19.1458333333333,24.2,79.4166666666667,21.8995389090909,36.4535714285714,0.630654761666667,NA,21.9130433333333,6.967391175,1
